Probe_ID	Gene_Symbol
Hs.378695	ALOX12P2
Hs.73809	ALOX15
Hs.111256	ALOX15B
Hs.37009	ALPI
Hs.75431	ALPL
Hs.284255	ALPP
Hs.333509	ALPPL2
NA	ALS3
NA	ALS5
Hs.669953	ALX3
Hs.272396	AMBN
Hs.436911	AMBP
NA	AMCN
Hs.159118	AMD1
NA	AMD1P2
Hs.654436	AMELX
Hs.1238	AMELY
Hs.295137	AMFR
Hs.112432	AMH
Hs.659889	AMHR2
Hs.89570	AMPD1
Hs.82927	AMPD2
Hs.501890	AMPD3
Hs.592182	AMPH
Hs.193163	BIN1
Hs.102	AMT
Hs.655232	AMY1A
Hs.599274	AMY1B
Hs.654437	AMY1B
Hs.655232	AMY1B
Hs.662103	AMY1B
Hs.655232	AMY1C
Hs.662103	AMY1C
Hs.654437	AMY2A
Hs.484588	AMY2B
NA	AMYP1
NA	ANCR
Hs.283749	ANG
Hs.369675	ANGPT1
Hs.583870	ANGPT2
Hs.654438	ANK1
Hs.667377	ANK1
Hs.708861	ANK1
Hs.620557	ANK2
Hs.499725	ANK3
Hs.690023	ANK3
Hs.731403	ANK3
Hs.740100	ANK3
NA	ANOP1
Hs.1239	ANPEP
Hs.246506	SLC25A4
Hs.632282	SLC25A5
Hs.350927	SLC25A6
Hs.680626	SLC25A6
Hs.494173	ANXA1
Hs.511605	ANXA2
Hs.546235	ANXA2P1
Hs.534301	ANXA2P2
Hs.591361	ANXA2P3
Hs.480042	ANXA3
Hs.422986	ANXA4
Hs.480653	ANXA5
Hs.412117	ANXA6
Hs.631827	ANXA7
Hs.530291	ANXA11
Hs.181107	ANXA13
Hs.488007	AOAH
Hs.689297	AOAH
Hs.143102	AOC2
Hs.406238	AOX1
Hs.552567	APAF1
Hs.493767	NUDT2
Hs.731743	NUDT2
Hs.534302	APOF
Hs.171939	APBA1
Hs.592974	APBA1
Hs.618112	APBA2
Hs.721380	APBA2
Hs.372840	APBB1
Hs.479602	APBB2
Hs.158932	APC
Hs.507080	APCS
Hs.129829	AIRE
Hs.517969	APEH
Hs.73722	APEX1
Hs.696238	BIRC2
Hs.731943	BIRC2
Hs.127799	BIRC3
Hs.356076	XIAP
Hs.736565	XIAP
Hs.744872	BIRC5
Hs.74565	APLP1
Hs.370247	APLP2
Hs.93194	APOA1
Hs.237658	APOA2
Hs.1247	APOA4
Hs.120759	APOB
Hs.560	APOBEC1
Hs.110675	APOC1
Hs.737668	APOC1
Hs.110675	APOC1P1
Hs.729930	APOC1P1
Hs.176658	AQP8
Hs.75615	APOC2
Hs.73849	APOC3
Hs.731599	APOC4
Hs.522555	APOD
Hs.654439	APOE
Hs.445358	APOH
Hs.434980	APP
Hs.28914	APRT
Hs.171995	KLK3
Hs.244139	FAS
Hs.667309	FAS
Hs.2007	FASLG
Hs.567236	SHROOM2
Hs.76152	AQP1
Hs.130730	AQP2
Hs.234642	AQP3
Hs.315369	AQP4
Hs.298023	AQP5
Hs.54505	AQP6
Hs.455323	AQP7
Hs.104624	AQP9
Hs.76704	AR
Hs.442182	ABCC6
Hs.446641	ARAF
Hs.33642	ARCN1
Hs.792	TRIM23
Hs.270833	AREG
Hs.645475	AREG
Hs.286221	ARF1
Hs.119177	ARF3
Hs.652183	ARF4
Hs.183153	ARL4D
Hs.709866	ARL4D
NA	ARF4P1
Hs.653202	ARF5
Hs.525330	ARF6
Hs.719973	ARF6
Hs.440934	ARG1
Hs.226007	ARG2
Hs.247077	RHOA
Hs.502876	RHOB
Hs.502659	RHOC
Hs.658289	RHOC
Hs.6838	RND3
Hs.713765	RND3
Hs.501728	RHOG
Hs.138860	ARHGAP1
Hs.701324	ARHGAP4
Hs.592313	ARHGAP5
Hs.435291	ARHGAP6
Hs.159161	ARHGDIA
Hs.599508	ARHGDIA
Hs.728006	ARHGDIA
Hs.504877	ARHGDIB
Hs.647388	ARHGDIG
Hs.654594	RHOH
Hs.738915	RHOH
Hs.372616	ARL1
Hs.732900	ARL1
Hs.731115	PHOX2A
Hs.502836	ARL2
Hs.182215	ARL3
Hs.632446	ARNT
Hs.65734	ARNTL
Hs.308	ARR3
Hs.503284	ARRB1
Hs.625320	ARRB1
Hs.435811	ARRB2
Hs.88251	ARSA
Hs.731715	ARSA
Hs.149103	ARSB
Hs.604199	ARSB
Hs.522578	STS
Hs.700558	STS
Hs.700559	STS
Hs.740067	STS
NA	ARSC2
Hs.528631	ARSD
Hs.386975	ARSE
Hs.101674	ARSF
Hs.382188	ART1
NA	ART2P
Hs.24976	ART3
Hs.731997	ART3
Hs.591158	ART4
Hs.655792	ART4
Hs.668803	ART4
Hs.713616	ARVCF
NA	ARVD3
NA	ARVD4
Hs.527412	ASAH1
Hs.633993	ASAH1
Hs.703025	ASCL1
Hs.152475	ASCL2
NA	ASD1
Hs.12056	ASGR1
Hs.731669	ASGR1
Hs.654440	ASGR2
Hs.659995	ASIP
Hs.632015	ASL
NA	ASLP1
Hs.522572	ASMT
Hs.465985	ASNA1
Hs.489207	ASNS
NA	ASNSP2
Hs.171142	ASPA
Hs.332422	ASPH
Hs.160786	ASS1
NA	ASS1P2
NA	ASS1P4
NA	ASS1P5
NA	ASS1P6
NA	ASS1P8
NA	ASS1P9
NA	ASS1P10
NA	ASS1P14
Hs.495897	ASTN1
Hs.75599	SERPINC1
Hs.598297	ZFHX3
NA	ATD
Hs.648565	ATF1
Hs.460	ATF3
Hs.496487	ATF4
NA	ATF4P1
NA	ATHS
Hs.90280	ATIC
Hs.367437	ATM
Hs.463041	RERE
Hs.532680	ATOH1
Hs.125213	ATOX1
Hs.371889	ATP1A1
Hs.34114	ATP1A2
Hs.515427	ATP1A3
Hs.147111	ATP12A
Hs.662219	ATP1A4
Hs.291196	ATP1B1
Hs.643540	ATP1B2
Hs.477789	ATP1B3
NA	ATP1B3P1
NA	ATP1B1P1
Hs.731865	FXYD2
Hs.657344	ATP2A1
Hs.506759	ATP2A2
Hs.513870	ATP2A3
Hs.506276	ATP2B1
Hs.268942	ATP2B2
Hs.533956	ATP2B3
Hs.658008	ATP2B3
Hs.343522	ATP2B4
Hs.733333	ATP2B4
Hs.36992	ATP4A
Hs.434202	ATP4B
Hs.298280	ATP5A1
Hs.483239	ALDH7A1
NA	ATP5A1P2
Hs.406510	ATP5B
NA	ATP5BP1
Hs.271135	ATP5C1
Hs.418668	ATP5D
Hs.177530	ATP5E
Hs.514870	ATP5F1
Hs.80986	ATP5G1
Hs.524464	ATP5G2
Hs.429	ATP5G3
NA	ATP5G2P1
Hs.85539	ATP5I
Hs.246310	ATP5J
Hs.477155	ATP6V1A
Hs.64173	ATP6V1B1
Hs.295917	ATP6V1B2
Hs.389107	ATP6V0C
Hs.86905	ATP6V1C1
Hs.517338	ATP6V1E1
Hs.596514	ATP6V0B
Hs.249227	ATP6V1G2
Hs.463074	ATP6V0A1
Hs.6551	ATP6AP1
Hs.633817	ATP6AP1
Hs.496414	ATP7A
Hs.733232	ATP7A
Hs.409140	ATP5O
Hs.492280	ATP7B
NA	ALDH7A1P1
NA	ALDH7A1P2
NA	ALDH7A1P3
NA	ALDH7A1P4
Hs.271791	ATR
Hs.533526	ATRX
Hs.653797	ATRX
Hs.516802	KIF1A
Hs.175905	AUH
Hs.411480	AUP1
Hs.89648	AVP
Hs.2131	AVPR1A
Hs.1372	AVPR1B
Hs.567240	AVPR2
Hs.590970	AXL
NA	AZF1
Hs.546239	AZGP1
Hs.72885	AZU1
Hs.534255	B2M
NA	B2MR
Hs.284712	BAAT
Hs.154276	BACH1
Hs.370254	BAD
Hs.377484	BAG1
Hs.545789	BAGE
Hs.571595	BAGE
Hs.624543	BAGE
Hs.194654	ADGRB1
Hs.524138	ADGRB2
Hs.13261	ADGRB3
Hs.485139	BAK1
Hs.590927	NKX3-2
Hs.591642	BARD1
Hs.597413	BARD1
Hs.624291	BAX
Hs.502915	BBS1
Hs.333738	BBS2
Hs.208681	BBS4
Hs.438993	BCAT1
Hs.512670	BCAT2
Hs.420483	BCHE
Hs.433307	BCKDHA
Hs.654441	BCKDHB
Hs.523852	CCND1
Hs.150749	BCL2
Hs.227817	BCL2A1
Hs.516966	BCL2L1
Hs.732176	BCL2L1
Hs.410026	BCL2L2
Hs.735863	BCL2L2
NA	BAK1P1
NA	BAK1P2
Hs.31210	BCL3
NA	BCL5
Hs.478588	BCL6
Hs.530970	BCL7A
Hs.657985	NBEAP1
Hs.415209	BCL9
Hs.2556	TNFRSF17
Hs.124161	HCN2
Hs.656404	OPN1SW
Hs.517461	BCR
Hs.715409	BCR
NA	BCRP4
Hs.471401	BCS1L
NA	BCYRN1
NA	BCYRN1P1
NA	BCYRN1P2
Hs.274539	BDH1
Hs.525572	BDKRB1
Hs.654542	BDKRB2
Hs.726620	BDKRB2
Hs.502182	BDNF
NA	BEVI
Hs.69771	CFB
Hs.129702	BFSP1
Hs.654541	BGLAP
Hs.821	BGN
Hs.512682	CEACAM1
Hs.80756	BHMT
Hs.505202	BICD1
Hs.633204	BICD1
Hs.517145	BID
Hs.591054	BID
Hs.475055	BIK
Hs.436023	PRDM1
Hs.146591	BLK
Hs.725208	BLM
Hs.371914	BLMH
Hs.113916	CXCR5
Hs.488143	BLVRA
Hs.515785	BLVRB
Hs.459153	BNC1
Hs.380403	BMI1
Hs.731287	BMI1
Hs.1274	BMP1
Hs.73853	BMP2
Hs.387411	BMP3
Hs.68879	BMP4
Hs.296648	BMP5
Hs.656729	BMP5
Hs.285671	BMP6
Hs.473163	BMP7
Hs.734367	BMP8B
Hs.524477	BMPR1A
Hs.598475	BMPR1B
Hs.471119	BMPR2
Hs.495731	BMX
Hs.148342	POLR3D
Hs.262907	POLR3D
Hs.145726	BNIP1
Hs.592515	BNIP2
Hs.646490	BNIP2
Hs.144873	BNIP3
Hs.131226	BNIP3L
Hs.293753	BOK
Hs.734656	BOK
Hs.604915	DST
Hs.669931	DST
Hs.728928	DST
Hs.735651	DST
Hs.289292	FOXL2
Hs.198365	BPGM
Hs.10136	BPHL
Hs.529019	BPI
Hs.194143	BRCA1
Hs.550061	BRAF
Hs.600998	BRAF
Hs.659507	BRAF
Hs.684552	BRAF
Hs.34012	BRCA2
Hs.482520	BRDT
Hs.85155	ZFP36L1
Hs.707091	ZFP36L1
Hs.503093	ZFP36L2
Hs.121484	BRS3
Hs.501293	BSG
Hs.720344	BST1
Hs.118110	BST2
Hs.591704	BTC
Hs.710156	BTC
Hs.444197	BTD
Hs.517830	BTD
Hs.150557	KLF9
Hs.602267	KLF9
Hs.508234	KLF5
Hs.591768	BTF3
Hs.567241	BTF3P11
NA	BTF3P1
Hs.255935	BTG1
Hs.159494	BTK
Hs.733206	BTK
Hs.153058	BTN1A1
NA	BTS1
Hs.469649	BUB1
NA	BVR1
Hs.513645	BUB1B
Hs.106880	BYSL
Hs.202	TSPO
Hs.555866	C1QBP
Hs.384598	SERPING1
Hs.667161	ERC2-IT1
Hs.632379	C1QA
Hs.8986	C1QB
Hs.467753	C1QC
Hs.524224	C1R
Hs.458355	C1S
Hs.408903	C2
Hs.529053	C3
Hs.504656	C3AR1
Hs.591148	C3AR1
Hs.534847	C4A
Hs.720022	C4A
Hs.534847	C4B
Hs.720022	C4B
Hs.1012	C4BPA
NA	C4BPAP2
Hs.99886	C4BPB
Hs.248153	CAPN5
Hs.494997	C5
Hs.2161	C5AR1
Hs.481992	C6
Hs.78065	C7
Hs.93210	C8A
Hs.391835	C8B
Hs.1285	C8G
Hs.436445	OSGIN2
Hs.654443	C9
Hs.277517	VPS51
Hs.732951	VPS51
Hs.744882	MRPL49
Hs.121025	ZNHIT2
Hs.289795	MPPED2
Hs.473109	MYRF
Hs.437779	TMEM258
Hs.241564	DAGLA
Hs.633032	GAS8-AS1
Hs.100217	FMNL1
Hs.729912	FMNL1
Hs.731853	LDLRAD4
Hs.745141	LDLRAD4
Hs.474010	PTTG1IP
Hs.517331	C21orf2
Hs.433668	TMEM50B
Hs.655101	TMEM50B
Hs.159538	MPPED1
Hs.23118	CA1
Hs.155097	CA2
Hs.82129	CA3
Hs.89485	CA4
Hs.177446	CA5A
NA	CA5AP1
Hs.100322	CA6
Hs.37014	CA7
Hs.654388	CA8
Hs.687269	CA8
Hs.63287	CA9
Hs.428446	CA11
Hs.210995	CA12
Hs.603780	CA12
NA	CACD
Hs.501632	CACNA1A
Hs.495522	CACNA1B
Hs.118262	CACNA1C
Hs.690010	CACNA1C
Hs.476358	CACNA1D
Hs.437444	CACNA1E
Hs.611396	CACNA1E
Hs.632799	CACNA1F
Hs.1294	CACNA1S
Hs.631988	DDR1
Hs.282151	CACNA2D1
Hs.592625	CACNA2D1
Hs.743228	CACNA2D1
Hs.635	CACNB1
Hs.59093	CACNB2
Hs.250712	CACNB3
Hs.737291	CACNB3
Hs.120725	CACNB4
Hs.147989	CACNG1
Hs.13845	SLC25A20
NA	SLC25A20P1
Hs.377010	CAD
Hs.65425	CALB1
Hs.106857	CALB2
Hs.639	S100G
Hs.37058	CALCA
Hs.534305	CALCB
NA	CALCP
Hs.489127	CALCR
Hs.490203	CALD1
Hs.282410	CALM1
NA	CALM1P1
NA	CALM1P2
Hs.468442	CALM2
NA	CALM2P2
NA	CALM2P3
Hs.515487	CALM3
Hs.239600	CALML3
Hs.515162	CALR
Hs.7753	CALU
Hs.743262	CALU
Hs.438801	CAMK4
Hs.591269	CAMK4
Hs.743976	CAMK2A
Hs.351887	CAMK2B
Hs.144114	CAMK2D
Hs.523045	CAMK2G
Hs.654811	CAMK2G
Hs.529846	CAMLG
Hs.51120	CAMP
Hs.567968	CANX
Hs.516155	CAPG
Hs.502842	CAPN1
Hs.735492	CAPN1
Hs.350899	CAPN2
Hs.143261	CAPN3
Hs.515371	CAPNS1
Hs.496593	CAPN6
Hs.584744	CAPS
Hs.627868	CAPS
Hs.744974	CAPZA1
Hs.446123	CAPZA2
Hs.436186	CAST
Hs.432760	CAPZB
Hs.274873	CARS
Hs.2490	CASP1
Hs.368982	CASP2
Hs.141125	CASP3
Hs.138378	CASP4
Hs.213327	CASP5
Hs.654616	CASP6
Hs.9216	CASP7
Hs.599762	CASP8
Hs.329502	CASP9
Hs.5353	CASP10
Hs.632476	CASQ1
Hs.57975	CASQ2
Hs.435615	CASR
Hs.502302	CAT
NA	CATR1
Hs.74034	CAV1
Hs.212332	CAV2
Hs.603096	CAV2
Hs.98303	CAV3
Hs.535845	RUNX2
Hs.149261	RUNX1
Hs.612648	RUNX1
Hs.705364	RUNX1
Hs.368431	RUNX1T1
Hs.739194	RUNX1T1
Hs.513811	CBFA2T3
Hs.170019	RUNX3
Hs.460988	CBFB
Hs.532635	SERPINA6
Hs.504096	CBL
Hs.430589	CBLB
Hs.458423	CBLN1
Hs.596449	SERPINH1
Hs.88778	CBR1
Hs.154510	CBR3
Hs.533013	CBS
NA	CCA1
Hs.115460	CCIN
NA	CCAL1
Hs.495250	KYAT1
Hs.458426	CCK
Hs.129	CCKAR
Hs.203	CCKBR
Hs.531987	KRIT1
Hs.58974	CCNA2
Hs.23960	CCNB1
Hs.430646	CCNC
Hs.633351	CCNC
Hs.376071	CCND2
NA	CCND2P1
Hs.534307	CCND3
NA	CCND3P1
Hs.244723	CCNE1
Hs.1973	CCNF
Hs.79101	CCNG1
Hs.740456	CCNG2
Hs.292524	CCNH
Hs.92308	CCNT1
Hs.744115	CCNT2
NA	CCT
Hs.82916	CCT6A
Hs.1309	CD1A
Hs.1310	CD1B
Hs.132448	CD1C
Hs.1799	CD1D
Hs.731511	CD1D
Hs.249217	CD1E
Hs.523500	CD2
Hs.504048	CD3D
Hs.3003	CD3E
Hs.2259	CD3G
Hs.156445	CD247
Hs.631659	CD4
Hs.58685	CD5
Hs.134035	CD5L
Hs.744366	CD6
Hs.36972	CD7
Hs.85258	CD8A
Hs.405667	CD8B
NA	CD8BP
Hs.114286	CD9
Hs.712104	CD9
Hs.163867	CD14
Hs.652262	CD19
Hs.712553	MS4A1
Hs.99960	MS4A3
Hs.579691	CD22
NA	CD24P1
NA	CD24P2
NA	CD24P3
Hs.644105	CD24P4
Hs.355307	CD27
Hs.443123	CD28
Hs.838	CD80
Hs.171182	CD86
Hs.1314	TNFRSF8
Hs.494901	TNFSF8
Hs.654445	TNFSF8
Hs.83731	CD33
Hs.720304	SIGLEC6
Hs.374990	CD34
Hs.120949	CD36
Hs.731377	SCARB1
Hs.349656	SCARB2
Hs.166556	CD37
Hs.479214	CD38
Hs.576612	ENTPD1
Hs.722260	ENTPD1
Hs.123036	ENTPD2
Hs.500375	ENTPD6
Hs.667826	ENTPD6
Hs.441145	ENTPD3
Hs.655070	ENTPD5
Hs.656955	ENTPD5
Hs.720540	ENTPD5
Hs.472860	CD40
Hs.592244	CD40LG
Hs.502328	CD44
Hs.446414	CD47
Hs.243564	CD48
Hs.443057	CD53
Hs.34341	CD58
Hs.278573	CD59
Hs.709466	CD59
Hs.710641	CD59
Hs.445570	CD63
Hs.647419	CD68
Hs.208854	CD69
Hs.501497	CD70
Hs.715224	CD70
Hs.116481	CD72
Hs.436568	CD74
Hs.631567	CD79A
Hs.89575	CD79B
Hs.54457	CD81
Hs.466039	ADGRE5
Hs.654379	CD151
Hs.466910	CDA
NA	CDAN3
NA	CDB2
Hs.732435	CDK1
Hs.651228	CDK11B
Hs.709182	CDK11B
Hs.480938	LRBA
Hs.485471	CDC5L
Hs.191346	SEPT7
Hs.405958	CDC6
Hs.524947	CDC20
Hs.437705	CDC25A
Hs.153752	CDC25B
Hs.656	CDC25C
Hs.463295	CDC27
Hs.602766	CDC27
Hs.514997	CDC34
Hs.467637	CDC42
Hs.461086	CDH1
Hs.464829	CDH2
Hs.606106	CDH2
Hs.191842	CDH3
Hs.473231	CDH4
Hs.76206	CDH5
Hs.124776	CDH6
Hs.171054	CDH6
Hs.541003	CDH7
Hs.657522	CDH7
Hs.368322	CDH8
Hs.272212	CDH9
Hs.92489	CDH10
Hs.116471	CDH11
Hs.596112	CDH11
Hs.113684	CDH12
NA	CDH12P2
Hs.654386	CDH13
Hs.661776	CDH13
Hs.148090	CDH15
Hs.513660	CDH16
Hs.591853	CDH17
Hs.317632	CDH18
Hs.19192	CDK2
Hs.689624	CDK2
Hs.706766	CDK3
Hs.95577	CDK4
Hs.647078	CDK5
Hs.119882	CDK6
Hs.184298	CDK7
NA	CDL2
Hs.382306	CDK8
Hs.695166	CDK8
Hs.150423	CDK9
Hs.706809	CDK9
Hs.370771	CDKN1A
Hs.732576	CDKN1A
Hs.238990	CDKN1B
Hs.106070	CDKN1C
Hs.512599	CDKN2A
Hs.72901	CDKN2B
Hs.525324	CDKN2C
Hs.435051	CDKN2D
Hs.84113	CDKN3
Hs.442378	CDO1
Hs.446675	CDR1
Hs.513430	CDR2
Hs.654899	CDS1
Hs.708641	CDS1
Hs.310958	CDSN
Hs.556031	CDSN
Hs.276770	CD52
Hs.1545	CDX1
Hs.127383	CDX2
Hs.174249	CDX2
Hs.740844	CDX2
Hs.553488	CDX4
Hs.86368	CLGN
Hs.709196	CEACAM5
Hs.76171	CEBPA
Hs.517106	CEBPB
Hs.719041	CEBPB
Hs.720603	CEBPB
Hs.440829	CEBPD
Hs.558308	CEBPE
Hs.429666	CEBPG
NA	CECR
Hs.533258	CEL
Hs.654361	CELP
Hs.1594	CENPA
Hs.516855	CENPB
Hs.479867	CENPC
NA	CENPCP1
Hs.75573	CENPE
Hs.497741	CENPF
Hs.558865	CES1
Hs.122511	CETN1
Hs.82794	CETN2
Hs.591767	CETN3
Hs.89538	CETP
Hs.170622	CFL1
Hs.180141	CFL2
NA	CFL1P5
Hs.128065	CTSC
Hs.489786	CFTR
Hs.621460	CFTR
Hs.661104	CFTR
Hs.119689	CGA
Hs.446683	CGB3
Hs.743279	CGB3
NA	CGF1
Hs.11	CEACAM3
NA	CEACAMP5
NA	CEACAMP11
Hs.74466	CEACAM7
Hs.41	CEACAM8
Hs.12	CEACAM4
NA	CEACAMP1
NA	CEACAMP2
NA	CEACAMP3
NA	CEACAMP4
NA	CEACAMP6
NA	CEACAMP7
NA	CEACAMP8
NA	CEACAMP9
NA	CEACAMP10
Hs.97220	CHAD
Hs.652712	RCBTB2
Hs.302002	CHAT
Hs.469723	RCC1
Hs.643465	CHD1
Hs.220864	CHD2
Hs.25601	CHD3
Hs.162233	CHD4
Hs.567245	AKR1C4
Hs.24529	CHEK1
Hs.595920	CHEK1
Hs.434286	FOXN3
Hs.150793	CHGA
Hs.516874	CHGB
Hs.382202	CHI3L1
Hs.733359	CHI3L1
Hs.514840	CHI3L2
Hs.201688	CHIT1
Hs.77221	CHKA
Hs.654827	CHKB
Hs.496449	CHM
Hs.654545	CHML
Hs.380138	CHN1
Hs.654611	CHN2
Hs.710429	CHN2
Hs.734596	CHN2
NA	CHR
Hs.632119	CHRM1
Hs.535891	CHRM2
Hs.532411	LYST
Hs.7138	CHRM3
Hs.155736	CHRM3
Hs.248100	CHRM4
Hs.584747	CHRM5
Hs.434479	CHRNA1
Hs.57718	CHRNA2
Hs.89605	CHRNA3
Hs.10734	CHRNA4
Hs.1614	CHRNA5
Hs.719767	CHRNA5
Hs.511772	CHRNA7
Hs.713151	CHRNA7
Hs.330386	CHRNB1
Hs.2306	CHRNB2
Hs.654576	CHRNB3
Hs.624178	CHRNB4
Hs.156289	CHRND
Hs.654535	CHRNE
Hs.248101	CHRNG
Hs.198998	CHUK
Hs.249129	CIDEA
Hs.173724	CKB
Hs.618145	CIRBP
Hs.634522	CIRBP
Hs.655334	CISH
Hs.31053	TBCB
NA	CKBE
NA	CKBP1
Hs.334347	CKM
Hs.741420	CKMT1B
Hs.80691	CKMT2
Hs.435237	ERCC8
Hs.374378	CKS1B
Hs.83758	CKS2
NA	SCAR2
NA	CLA3
Hs.518460	AP2M1
Hs.489365	AP1S1
Hs.119591	AP2S1
Hs.406191	AP3S1
Hs.889	CLC
Hs.194659	CLCA1
Hs.121483	CLCN1
Hs.436847	CLCN2
Hs.481186	CLCN3
